 ATM_RAMP                  ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 ATM_PERIOD                ModuleHydrodynamic        86400.0000000000          From File                 86400.0000000000                                             YES
 IMPOSE_INVERTED_BAROMETER ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 INVERTED_BAROMETER_COEF   ModuleHydrodynamic        1.00000000000000          From File                 1.00000000000000                                             YES
 INVERTED_BAROMETER_REF_AT ModuleHydrodynamic        101325.000000000          From File                 101325.000000000                                             YES
 WIND                      ModuleHydrodynamic        0                         From File                 0                                                            YES
 WIND_SMOOTH_PERIOD        ModuleHydrodynamic        86400.0000000000          From File                 86400.0000000000                                             YES
 ATM_PRESSURE              ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 SURFACEWATERFLUX          ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 HMIN_CHEZY                ModuleHydrodynamic        0.100000000000000         From File                 0.100000000000000                                            YES
 VMIN_CHEZY                ModuleHydrodynamic        0.100000000000000         From File                 0.100000000000000                                            YES
 DATA_ASSIMILATION         ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 WATERLEVEL_MAX_MIN        ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 ALTIMETRIC_ASSIMILATION   ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 GEOST_INITIALIZATION      ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 LEVEL_BOTTOM_ANOMALY      ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 RECORDING                 ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 MOMENTUM_DISCHARGE        ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 SLOWSTART                 ModuleHydrodynamic        0.00000000000000          From File                 0.00000000000000                                             YES
 HMIN_ADVECTION            ModuleHydrodynamic        0.500000000000000         From File                 0.500000000000000                                            YES
 HMIN_CONVECTION           ModuleHydrodynamic        0.500000000000000         From File                 0.500000000000000                                            YES
 LOCAL_DENSITY             ModuleHydrodynamic        TRUE                      From File                 TRUE                                                         YES
 CYCLIC_BOUNDARY           ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 CONSERVATIVE_HOR_DIF      ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 BIHARMONIC                ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 SUBMODEL                  ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 SUBMODEL_FATHER_HOT_START ModuleHydrodynamic        TRUE                      From File                 TRUE                                                         YES
 MISSING_NULL              ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 SUBMODEL_EXTRAPOLATE      ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 DEADZONE                  ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 DEADZONE_FILE             ModuleHydrodynamic        ******.***                From File                 ******.***                                                   YES
 MOMENTUM_CONSERV          ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 BOTTOMVISC_LIM            ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 BAROCLINIC_RADIATION      ModuleHydrodynamic        0                         From File                 0                                                            YES
 LOCAL_SOLUTION            ModuleHydrodynamic        1                         From File                 1                                                            YES
 CORRECT_WATERLEVEL        ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 MIN_WATERLEVEL            ModuleHydrodynamic        0.00000000000000          From File                 0.00000000000000                                             YES
 BOTTOMWATERFLUX           ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 SLIPPING_CONDITION        ModuleHydrodynamic        TRUE                      From File                 TRUE                                                         YES
 NONHYDROSTATIC            ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
 WATERCOLUMN2D             ModuleHydrodynamic        -9.900000000000000E+015   From File                 -9.900000000000000E+015                                      YES
 WAVE_STRESS               ModuleHydrodynamic        FALSE                     From File                 FALSE                                                        YES
